FIN Finland F L6 2012 242
FIN Finland M L6 2012 813
FIN Finland T L6 2012 1055
FIN Finland F L6 2013 345
FIN Finland M L6 2013 1962
FIN Finland T L6 2013 2307
FIN Finland F L6 2014 411
FIN Finland M L6 2014 1863
FIN Finland T L6 2014 2274
FIN Finland F L6 2015 389
FIN Finland M L6 2015 2026
FIN Finland T L6 2015 2415
FIN Finland F L6 2016 480
FIN Finland M L6 2016 2038
FIN Finland T L6 2016 2518
FIN Finland F L6 2017 399
FIN Finland M L6 2017 1838
FIN Finland T L6 2017 2237
FIN Finland F L7 2010 283
FIN Finland M L7 2010 1453
FIN Finland T L7 2010 1736
FIN Finland F L7 2011 152
FIN Finland M L7 2011 323
FIN Finland T L7 2011 475
FIN Finland F L7 2012 112
FIN Finland M L7 2012 319
FIN Finland T L7 2012 431
FIN Finland F L7 2013 241
FIN Finland M L7 2013 819
FIN Finland T L7 2013 1060
FIN Finland F L7 2014 253
FIN Finland M L7 2014 848
FIN Finland T L7 2014 1101
FIN Finland F L7 2015 309
FIN Finland M L7 2015 908
